ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Example_IDs
1-adiv1239,adiv1239,1,ekə,,,,adiv1239-oneboy;adiv1239-onesheep;adiv1239-onegirl;adiv1239-onetree;adiv1239-ihaveonebrother;adiv1239-ihaveonesister;adiv1239-ihaveonealmirah;adiv1239-ihaveonebag
1-kash1277,kash1277,1,əkʰ,,,,kash1277-oneboy;kash1277-onesheep;kash1277-onegirl;kash1277-onetree;kash1277-ihaveonebrother;kash1277-ihaveonesister;kash1277-ihaveonealmirah;kash1277-ihaveonebag
1-mara1378,mara1378,1,ek,,,,mara1378-oneboy;mara1378-onesheep;mara1378-onegirl;mara1378-onetree;mara1378-ihaveonebrother;mara1378-ihaveonesister;mara1378-ihaveonealmirah;mara1378-ihaveonebag
1-guja1252,guja1252,1,ek,,,,guja1252-oneboy;guja1252-onesheep;guja1252-onegirl;guja1252-onetree;guja1252-ihaveonebrother;guja1252-ihaveonesister;guja1252-ihaveonealmirah;guja1252-ihaveonebag
1-sind1272,sind1272,1,ɪk,,,,sind1272-oneboy;sind1272-onesheep;sind1272-onegirl;sind1272-onetree;sind1272-ihaveonebrother;sind1272-ihaveonesister;sind1272-ihaveonealmirah;sind1272-ihaveonebag
1-paha1251,paha1251,1,ek,,,,paha1251-oneboy;paha1251-onesheep;paha1251-onegirl;paha1251-onetree;paha1251-ihaveonebrother;paha1251-ihaveonesister;paha1251-ihaveonealmirah;paha1251-ihaveonebag
1-sada1242,sada1242,1,ek,,,,sada1242-oneboy;sada1242-onesheep;sada1242-onegirl;sada1242-onetree;sada1242-ihaveonebrother;sada1242-ihaveonesister;sada1242-ihaveonealmirah;sada1242-ihaveonebag
1-wagd1238,wagd1238,1,ek,,,,wagd1238-oneboy;wagd1238-onesheep;wagd1238-onegirl;wagd1238-onetree;wagd1238-ihaveonebrother;wagd1238-ihaveonesister;wagd1238-ihaveonealmirah;wagd1238-ihaveonebag
1-west2380,west2380,1,ek,,,,west2380-oneboy;west2380-onesheep;west2380-onegirl;west2380-onetree;west2380-ihaveonebrother;west2380-ihaveonesister;west2380-ihaveonealmirah;west2380-ihaveonebag
1-sans1269,sans1269,1,ekəm,,,,sans1269-oneboy;sans1269-onesheep;sans1269-onegirl;sans1269-onetree;sans1269-ihaveonebrother;sans1269-ihaveonesister;sans1269-ihaveonebag
1-panc1246,panc1246,1,ek,,,,panc1246-oneboy;panc1246-onesheep;panc1246-onegirl;panc1246-onetree;panc1246-ihaveonebrother;panc1246-ihaveonesister;panc1246-ihaveonealmirah;panc1246-ihaveonebag
1-sylh1242,sylh1242,1,æx,,,,sylh1242-oneboy;sylh1242-onesheep;sylh1242-onegirl;sylh1242-onetree;sylh1242-ihaveonebrother;sylh1242-ihaveonesister;sylh1242-ihaveonealmirah;sylh1242-ihaveonebag
1-urdu1245,urdu1245,1,ɑek/ik/ek,,,,urdu1245-oneboy;urdu1245-onesheep;urdu1245-onegirl;urdu1245-onetree;urdu1245-ihaveonebrother;urdu1245-ihaveonesister;urdu1245-ihaveonealmirah;urdu1245-ihaveonebag
1-halb1244,halb1244,1,ek,,,,halb1244-oneboy;halb1244-onesheep;halb1244-onegirl;halb1244-onetree;halb1244-ihaveonebrother;halb1244-ihaveonesister;halb1244-ihaveonealmirah;halb1244-ihaveonebag
1-maga1260,maga1260,1,ek,,,,maga1260-oneboy;maga1260-onesheep;maga1260-onegirl;maga1260-onetree;maga1260-ihaveonebrother;maga1260-ihaveonesister;maga1260-ihaveonealmirah;maga1260-ihaveonebag
1-rajb1243,rajb1243,1,ɛk,,,,rajb1243-oneboy;rajb1243-onesheep;rajb1243-onegirl;rajb1243-onetree
1-kull1236,kull1236,1,ek,,,,kull1236-oneboy;kull1236-onesheep;kull1236-onegirl;kull1236-onetree;kull1236-ihaveonebrother;kull1236-ihaveonesister;kull1236-ihaveonealmirah;kull1236-ihaveonebag
2-dogr1250,dogr1250,2,do,,,,dogr1250-twoboys;dogr1250-twogirls;dogr1250-ihavetwobrothers;dogr1250-ihavetwosisters;dogr1250-ihavetwoalmirahs
2-garh1243,garh1243,2,dʋi,,,,garh1243-twoboys;garh1243-twogirls;garh1243-ihavetwobrothers;garh1243-ihavetwosisters;garh1243-ihavetwoalmirahs
2-kuma1273,kuma1273,2,do,,,,kuma1273-twoboys;kuma1273-twogirls;kuma1273-ihavetwobrothers;kuma1273-ihavetwosisters;kuma1273-ihavetwoalmirahs
2-gadd1242,gadd1242,2,do,,,,gadd1242-twoboys;gadd1242-twogirls;gadd1242-ihavetwobrothers;gadd1242-ihavetwosisters;gadd1242-ihavetwoalmirahs
2-goan1235,goan1235,2,don,,,,goan1235-twoboys;goan1235-twogirls;goan1235-ihavetwobrothers;goan1235-ihavetwosisters;goan1235-ihavetwoalmirahs
2-nepa1254,nepa1254,2,dui,,,,nepa1254-twoboys;nepa1254-twogirls;nepa1254-ihavetwobrothers;nepa1254-ihavetwosisters;nepa1254-ihavetwoalmirahs
2-kudm1238,kudm1238,2,dənɑ,,,,kudm1238-twoboys;kudm1238-twogirls;kudm1238-ihavetwobrothers;kudm1238-ihavetwosisters;kudm1238-ihavetwoalmirahs
2-beng1280,beng1280,2,duɪ,,,,beng1280-twoboys;beng1280-twogirls;beng1280-ihavetwobrothers;beng1280-ihavetwosisters;beng1280-ihavetwoalmirahs
2-assa1263,assa1263,2,duɪ,,,,assa1263-twoboys;assa1263-twogirls;assa1263-ihavetwobrothers;assa1263-ihavetwosisters;assa1263-ihavetwoalmirahs
2-marw1260,marw1260,2,ðɔ,,,,marw1260-twoboys;marw1260-twogirls;marw1260-ihavetwobrothers;marw1260-ihavetwosisters;marw1260-ihavetwoalmirahs
2-panj1256,panj1256,2,do,,,,panj1256-twoboys;panj1256-twogirls;panj1256-ihavetwobrothers;panj1256-ihavetwosisters;panj1256-ihavetwoalmirahs
2-adiv1239,adiv1239,2,duɪ,,,,adiv1239-twoboys;adiv1239-twogirls;adiv1239-ihavetwobrothers;adiv1239-ihavetwosisters;adiv1239-ihavetwoalmirahs
2-kash1277,kash1277,2,zə,,,,kash1277-twoboys;kash1277-twogirls;kash1277-ihavetwobrothers;kash1277-ihavetwosisters;kash1277-ihavetwoalmirahs
2-mara1378,mara1378,2,don,,,,mara1378-twoboys;mara1378-twogirls;mara1378-ihavetwobrothers;mara1378-ihavetwosisters;mara1378-ihavetwoalmirahs
2-guja1252,guja1252,2,be,,,,guja1252-twoboys;guja1252-twogirls;guja1252-ihavetwobrothers;guja1252-ihavetwosisters;guja1252-ihavetwoalmirahs
2-sind1272,sind1272,2,bə,,,,sind1272-twoboys;sind1272-twogirls;sind1272-ihavetwobrothers;sind1272-ihavetwosisters;sind1272-ihavetwoalmirahs
2-paha1251,paha1251,2,do,,,,paha1251-twoboys;paha1251-twogirls;paha1251-ihavetwobrothers;paha1251-ihavetwosisters;paha1251-ihavetwoalmirahs
2-sada1242,sada1242,2,dui,,,,sada1242-twoboys;sada1242-twogirls;sada1242-ihavetwobrothers;sada1242-ihavetwosisters;sada1242-ihavetwoalmirahs
2-wagd1238,wagd1238,2,be,,,,wagd1238-twoboys;wagd1238-twogirls;wagd1238-ihavetwobrothers;wagd1238-ihavetwosisters;wagd1238-ihavetwoalmirahs
2-west2380,west2380,2,du,,,,west2380-twoboys;west2380-twogirls;west2380-ihavetwobrothers;west2380-ihavetwosisters;west2380-ihavetwoalmirahs
2-sans1269,sans1269,2,dʋe,,,,sans1269-twoboys;sans1269-twogirls;sans1269-ihavetwobrothers;sans1269-ihavetwosisters
2-panc1246,panc1246,2,dui,,,,panc1246-twoboys;panc1246-twogirls;panc1246-ihavetwobrothers;panc1246-ihavetwosisters;panc1246-ihavetwoalmirahs
2-sylh1242,sylh1242,2,dui,,,,sylh1242-twoboys;sylh1242-twogirls;sylh1242-ihavetwobrothers;sylh1242-ihavetwosisters;sylh1242-ihavetwoalmirahs
2-urdu1245,urdu1245,2,do,,,,urdu1245-twoboys;urdu1245-twogirls;urdu1245-ihavetwobrothers;urdu1245-ihavetwosisters;urdu1245-ihavetwoalmirahs
2-halb1244,halb1244,2,duj,,,,halb1244-twoboys;halb1244-twogirls;halb1244-ihavetwobrothers;halb1244-ihavetwosisters;halb1244-ihavetwoalmirahs
2-maga1260,maga1260,2,du,,,,maga1260-twoboys;maga1260-twogirls;maga1260-ihavetwobrothers;maga1260-ihavetwosisters;maga1260-ihavetwoalmirahs
2-rajb1243,rajb1243,2,dui,,,,rajb1243-twoboys;rajb1243-twogirls
2-kull1236,kull1236,2,dui,,,,kull1236-twoboys;kull1236-twogirls;kull1236-ihavetwobrothers;kull1236-ihavetwosisters;kull1236-ihavetwoalmirahs
3-dogr1250,dogr1250,3,trɛ,,,,dogr1250-threegirls;dogr1250-ihavethreesisters;dogr1250-ihavethreebags
3-garh1243,garh1243,3,tin,,,,garh1243-threegirls;garh1243-ihavethreesisters;garh1243-ihavethreebags
3-kuma1273,kuma1273,3,tin,,,,kuma1273-threegirls;kuma1273-ihavethreesisters;kuma1273-ihavethreebags
3-gadd1242,gadd1242,3,trɛ,,,,gadd1242-threegirls;gadd1242-ihavethreesisters;gadd1242-ihavethreebags
3-goan1235,goan1235,3,tɪn,,,,goan1235-threegirls;goan1235-ihavethreesisters;goan1235-ihavethreebags
3-nepa1254,nepa1254,3,tin,,,,nepa1254-threegirls;nepa1254-ihavethreesisters;nepa1254-ihavethreebags
3-kudm1238,kudm1238,3,ʈenɑ,,,,kudm1238-threegirls;kudm1238-ihavethreesisters;kudm1238-ihavethreebags
3-beng1280,beng1280,3,tɪ:n,,,,beng1280-threegirls;beng1280-ihavethreesisters;beng1280-ihavethreebags
3-assa1263,assa1263,3,tɪnɪ,,,,assa1263-threegirls;assa1263-ihavethreesisters;assa1263-ihavethreebags
3-marw1260,marw1260,3,tɪn,,,,marw1260-threegirls;marw1260-ihavethreesisters;marw1260-ihavethreebags
3-panj1256,panj1256,3,tɪn,,,,panj1256-threegirls;panj1256-ihavethreesisters;panj1256-ihavethreebags
3-adiv1239,adiv1239,3,tɪnɪ,,,,adiv1239-threegirls;adiv1239-ihavethreesisters;adiv1239-ihavethreebags
3-kash1277,kash1277,3,tre,,,,kash1277-threegirls;kash1277-ihavethreesisters;kash1277-ihavethreebags
3-mara1378,mara1378,3,tɪn,,,,mara1378-threegirls;mara1378-ihavethreesisters;mara1378-ihavethreebags
3-guja1252,guja1252,3,troɳ,,,,guja1252-threegirls;guja1252-ihavethreesisters;guja1252-ihavethreebags
3-sind1272,sind1272,3,ʈre,,,,sind1272-threegirls;sind1272-ihavethreesisters;sind1272-ihavethreebags
3-paha1251,paha1251,3,trɛ,,,,paha1251-threegirls;paha1251-ihavethreesisters;paha1251-ihavethreebags
3-sada1242,sada1242,3,tin,,,,sada1242-threegirls;sada1242-ihavethreesisters;sada1242-ihavethreebags
3-wagd1238,wagd1238,3,trəɳ,,,,wagd1238-threegirls;wagd1238-ihavethreesisters;wagd1238-ihavethreebags
3-west2380,west2380,3,tin,,,,west2380-threegirls;west2380-ihavethreesisters;west2380-ihavethreebags
3-sans1269,sans1269,3,triɳi,,,,sans1269-threegirls;sans1269-ihavethreesisters;sans1269-ihavethreebags
3-panc1246,panc1246,3,tin,,,,panc1246-threegirls;panc1246-ihavethreesisters;panc1246-ihavethreebags
3-sylh1242,sylh1242,3,ti:n,,,,sylh1242-threegirls;sylh1242-ihavethreesisters;sylh1242-ihavethreebags
3-urdu1245,urdu1245,3,tin,,,,urdu1245-threegirls;urdu1245-ihavethreesisters;urdu1245-ihavethreebags
3-halb1244,halb1244,3,tin,,,,halb1244-threegirls;halb1244-ihavethreesisters;halb1244-ihavethreebags
3-maga1260,maga1260,3,tin,,,,maga1260-threegirls;maga1260-ihavethreesisters;maga1260-ihavethreebags
3-rajb1243,rajb1243,3,tin,,,,rajb1243-threegirls
3-kull1236,kull1236,3,trɑi,,,,kull1236-threegirls;kull1236-ihavethreesisters;kull1236-ihavethreebags
4-dogr1250,dogr1250,4,cɑr,,,,dogr1250-ihavefourbags
4-garh1243,garh1243,4,cɑr,,,,garh1243-ihavefourbags
4-kuma1273,kuma1273,4,cɑr,,,,kuma1273-ihavefourbags
4-gadd1242,gadd1242,4,cɑr,,,,gadd1242-ihavefourbags
4-goan1235,goan1235,4,ɕar,,,,goan1235-ihavefourbags
4-nepa1254,nepa1254,4,tʃɑr,,,,nepa1254-ihavefourbags
4-kudm1238,kudm1238,4,cɑrɑ,,,,kudm1238-ihavefourbags
4-beng1280,beng1280,4,cɑr,,,,beng1280-ihavefourbags
4-assa1263,assa1263,4,sɑ:rɪ,,,,assa1263-ihavefourbags
4-marw1260,marw1260,4,tʃɑ:r,,,,marw1260-ihavefourbags
4-panj1256,panj1256,4,cɑ:r,,,,panj1256-ihavefourbags
4-adiv1239,adiv1239,4,cɑrɪ,,,,adiv1239-ihavefourbags
4-kash1277,kash1277,4,tʃor,,,,kash1277-ihavefourbags
4-mara1378,mara1378,4,cɑ:r,,,,mara1378-ihavefourbags
4-guja1252,guja1252,4,cɑr,,,,guja1252-ihavefourbags
4-sind1272,sind1272,4,cɑr,,,,sind1272-ihavefourbags
4-paha1251,paha1251,4,cɑr,,,,paha1251-ihavefourbags
4-sada1242,sada1242,4,cɑir,,,,sada1242-ihavefourbags
4-wagd1238,wagd1238,4,ʃɑr,,,,wagd1238-ihavefourbags
4-west2380,west2380,4,cɑr,,,,west2380-ihavefourbags
4-sans1269,sans1269,4,cətʋɑri,,,,sans1269-ihavefourbags
4-panc1246,panc1246,4,tʃɑir,,,,panc1246-ihavefourbags
4-sylh1242,sylh1242,4,sɑir,,,,sylh1242-ihavefourbags
4-urdu1245,urdu1245,4,tʃɑr,,,,urdu1245-ihavefourbags
4-halb1244,halb1244,4,cɑr,,,,halb1244-ihavefourbags
4-maga1260,maga1260,4,cɑir,,,,maga1260-ihavefourbags
4-rajb1243,rajb1243,4,cɑir,,,,
4-kull1236,kull1236,4,tʃɑ:r,,,,kull1236-ihavefourbags
5-dogr1250,dogr1250,5,pənɟ,,,,dogr1250-fivesheep
5-garh1243,garh1243,5,pɑc,,,,garh1243-fivesheep
5-kuma1273,kuma1273,5,pɑc,,,,kuma1273-fivesheep
5-gadd1242,gadd1242,5,pənɟ,,,,gadd1242-fivesheep
5-goan1235,goan1235,5,pãt͡s,,,,goan1235-fivesheep
5-nepa1254,nepa1254,5,pɑ̃tʃ,,,,nepa1254-fivesheep
5-kudm1238,kudm1238,5,mɑcɑ,,,,kudm1238-fivesheep
5-beng1280,beng1280,5,pɑ̃c,,,,beng1280-fivesheep
5-assa1263,assa1263,5,pɑ:s,,,,assa1263-fivesheep
5-marw1260,marw1260,5,pɑ:tʃ,,,,marw1260-fivesheep
5-panj1256,panj1256,5,pɑ:ŋ,,,,panj1256-fivesheep
5-adiv1239,adiv1239,5,pɑ̃cə,,,,adiv1239-fivesheep
5-kash1277,kash1277,5,pɑ̃tʃ,,,,kash1277-fivesheep
5-mara1378,mara1378,5,pɑ̃:tʃ,,,,mara1378-fivesheep
5-guja1252,guja1252,5,pɑ̃nc,,,,guja1252-fivesheep
5-sind1272,sind1272,5,pənɟ,,,,sind1272-fivesheep
5-paha1251,paha1251,5,pənɟ,,,,paha1251-fivesheep
5-sada1242,sada1242,5,pɑc,,,,sada1242-fivesheep
5-wagd1238,wagd1238,5,pɑs,,,,wagd1238-fivesheep
5-west2380,west2380,5,pɑ̃c,,,,west2380-fivesheep
5-sans1269,sans1269,5,pənc,,,,sans1269-fivesheep
5-panc1246,panc1246,5,pɑ̃tʃ,,,,panc1246-fivesheep
5-sylh1242,sylh1242,5,fɑs,,,,sylh1242-fivesheep
5-urdu1245,urdu1245,5,pɑ̃tʃ,,,,urdu1245-fivesheep
5-halb1244,halb1244,5,pɑ̃c,,,,halb1244-fivesheep
5-maga1260,maga1260,5,pɑ̃c,,,,maga1260-fivesheep
5-rajb1243,rajb1243,5,pɑc,,,,rajb1243-fivesheep
5-kull1236,kull1236,5,põɟ,,,,kull1236-fivesheep
6-dogr1250,dogr1250,6,se,,,,
6-garh1243,garh1243,6,cʰɛ,,,,
6-kuma1273,kuma1273,6,cʰɛ,,,,
6-gadd1242,gadd1242,6,cʰe,,,,
6-goan1235,goan1235,6,sə,,,,
6-nepa1254,nepa1254,6,cʰɔ,,,,
6-kudm1238,kudm1238,6,ɟʰeɡ,,,,
6-beng1280,beng1280,6,cʰæ,,,,
6-assa1263,assa1263,6,sɒɪ,,,,
6-marw1260,marw1260,6,cʰɛ,,,,
6-panj1256,panj1256,6,cʰe,,,,
6-adiv1239,adiv1239,6,cʰəə,,,,
6-kash1277,kash1277,6,səje,,,,
6-mara1378,mara1378,6,səhɑ̃,,,,
6-guja1252,guja1252,6,cʰə,,,,
6-sind1272,sind1272,6,cʰə,,,,
6-paha1251,paha1251,6,cʰe,,,,
6-sada1242,sada1242,6,cʰɔ,,,,
6-wagd1238,wagd1238,6,cʰo,,,,
6-west2380,west2380,6,cʰɔ,,,,
6-sans1269,sans1269,6,ʂəʈ,,,,
6-panc1246,panc1246,6,cʰɔ,,,,
6-sylh1242,sylh1242,6,sɔe,,,,
6-urdu1245,urdu1245,6,tʃeh,,,,
6-halb1244,halb1244,6,cʰəj,,,,
6-maga1260,maga1260,6,cʰe,,,,
6-rajb1243,rajb1243,6,tʃɔe,,,,
6-kull1236,kull1236,6,tʃɔ,,,,
7-dogr1250,dogr1250,7,sət,,,,
7-garh1243,garh1243,7,sɑt,,,,
7-kuma1273,kuma1273,7,sɑt,,,,
7-gadd1242,gadd1242,7,sət,,,,
7-goan1235,goan1235,7,sat,,,,
7-nepa1254,nepa1254,7,sɑt,,,,
7-kudm1238,kudm1238,7,ɡəi,,,,
7-beng1280,beng1280,7,sɑt,,,,
7-assa1263,assa1263,7,hɑ:tʰ,,,,
7-marw1260,marw1260,7,sɑ:t,,,,
7-panj1256,panj1256,7,sət,,,,
7-adiv1239,adiv1239,7,sɑtə,,,,
7-kash1277,kash1277,7,sɑ:tʰ,,,,
7-mara1378,mara1378,7,sɑ:tʰ,,,,
7-guja1252,guja1252,7,sɑ:t,,,,
7-sind1272,sind1272,7,sət,,,,
7-paha1251,paha1251,7,sət,,,,
7-sada1242,sada1242,7,sɑt,,,,
7-wagd1238,wagd1238,7,hɑt,,,,
7-west2380,west2380,7,sɑt,,,,
7-sans1269,sans1269,7,səpt,,,,
7-panc1246,panc1246,7,sɑt,,,,
7-sylh1242,sylh1242,7,ʃɑt,,,,
7-urdu1245,urdu1245,7,sɑt,,,,
7-halb1244,halb1244,7,sɑt,,,,
7-maga1260,maga1260,7,sɑt,,,,
7-rajb1243,rajb1243,7,tʃɑ:t,,,,
7-kull1236,kull1236,7,ʃɔt,,,,
8-dogr1250,dogr1250,8,əʈʰ,,,,dogr1250-eighttrees
8-garh1243,garh1243,8,ɑʈʰ,,,,garh1243-eighttrees
8-kuma1273,kuma1273,8,ɑʈʰ,,,,kuma1273-eighttrees
8-gadd1242,gadd1242,8,əʈʰ,,,,gadd1242-eighttrees
8-goan1235,goan1235,8,aʈ,,,,goan1235-eighttrees
8-nepa1254,nepa1254,8,ɑʈʰ,,,,nepa1254-eighttrees
8-kudm1238,kudm1238,8,əʈʰəi,,,,kudm1238-eighttrees
8-beng1280,beng1280,8,ɑʈʰ,,,,beng1280-eighttrees
8-assa1263,assa1263,8,ɑ:ʈʰ,,,,assa1263-eighttrees
8-marw1260,marw1260,8,ɑ̃:tʰ,,,,marw1260-eighttrees
8-panj1256,panj1256,8,əʈʰ,,,,panj1256-eighttrees
8-adiv1239,adiv1239,8,ɑ:ʈʰ,,,,adiv1239-eighttrees
8-kash1277,kash1277,8,uəʈʰ,,,,kash1277-eighttrees
8-mara1378,mara1378,8,ɑ:ʈʰ,,,,mara1378-eighttrees
8-guja1252,guja1252,8,ɑ:ʈʰ,,,,guja1252-eighttrees
8-sind1272,sind1272,8,əʈʈʰə,,,,sind1272-eighttrees
8-paha1251,paha1251,8,əʈʰ,,,,paha1251-eighttrees
8-sada1242,sada1242,8,ɑʈʰ,,,,sada1242-eighttrees
8-wagd1238,wagd1238,8,ɑʈ,,,,wagd1238-eighttrees
8-west2380,west2380,8,ɑʈʰ,,,,west2380-eighttrees
8-sans1269,sans1269,8,əʃʈ,,,,sans1269-eighttrees
8-panc1246,panc1246,8,ɑʈʰ,,,,panc1246-eighttrees
8-sylh1242,sylh1242,8,ɑʈ,,,,sylh1242-eighttrees
8-urdu1245,urdu1245,8,ɑʈʰ,,,,urdu1245-eighttrees
8-halb1244,halb1244,8,ɑʈ,,,,halb1244-eighttrees
8-maga1260,maga1260,8,ɑtʰ,,,,maga1260-eighttrees
8-rajb1243,rajb1243,8,ɑ:ʈʰ,,,,rajb1243-eighttrees
8-kull1236,kull1236,8,ɔʈʰ,,,,kull1236-eighttrees
9-dogr1250,dogr1250,9,nɔ,,,,
9-garh1243,garh1243,9,nɔ,,,,
9-kuma1273,kuma1273,9,nɔ,,,,
9-gadd1242,gadd1242,9,nɔ,,,,
9-goan1235,goan1235,9,ɳəv,,,,
9-nepa1254,nepa1254,9,nɔ,,,,
9-kudm1238,kudm1238,9,nəmi,,,,
9-beng1280,beng1280,9,nɔe,,,,
9-assa1263,assa1263,9,nɒ,,,,
9-marw1260,marw1260,9,nɔ:,,,,
9-panj1256,panj1256,9,nɔ,,,,
9-adiv1239,adiv1239,9,nɔə,,,,
9-kash1277,kash1277,9,nɔ,,,,
9-mara1378,mara1378,9,nəʊ,,,,
9-guja1252,guja1252,9,nɔʊ,,,,
9-sind1272,sind1272,9,nəʋ,,,,
9-paha1251,paha1251,9,nəu,,,,
9-sada1242,sada1242,9,nɔ,,,,
9-wagd1238,wagd1238,9,nɔʋ,,,,
9-west2380,west2380,9,nɔ,,,,
9-sans1269,sans1269,9,nəʋ,,,,
9-panc1246,panc1246,9,nɔ,,,,
9-sylh1242,sylh1242,9,nɔe,,,,
9-urdu1245,urdu1245,9,nɔ,,,,
9-halb1244,halb1244,9,nɔ,,,,
9-maga1260,maga1260,9,nɔ,,,,
9-rajb1243,rajb1243,9,nɔe,,,,
9-kull1236,kull1236,9,nɔu,,,,
10-dogr1250,dogr1250,10,dəs,,,,
10-garh1243,garh1243,10,dəs,,,,
10-kuma1273,kuma1273,10,dəs,,,,
10-gadd1242,gadd1242,10,dəs,,,,
10-goan1235,goan1235,10,dʰa,,,,
10-nepa1254,nepa1254,10,dəs,,,,
10-kudm1238,kudm1238,10,sihəm,,,,
10-beng1280,beng1280,10,dɔs,,,,
10-assa1263,assa1263,10,dɒh,,,,
10-marw1260,marw1260,10,dəs,,,,
10-panj1256,panj1256,10,dəs,,,,
10-adiv1239,adiv1239,10,dəsə,,,,
10-kash1277,kash1277,10,dəh,,,,
10-mara1378,mara1378,10,dəhɑ,,,,
10-guja1252,guja1252,10,dəs,,,,
10-sind1272,sind1272,10,ɖə,,,,
10-paha1251,paha1251,10,dəs,,,,
10-sada1242,sada1242,10,dəs,,,,
10-wagd1238,wagd1238,10,dəs,,,,
10-west2380,west2380,10,dəs,,,,
10-sans1269,sans1269,10,dəʃ,,,,
10-panc1246,panc1246,10,dəs,,,,
10-sylh1242,sylh1242,10,dɔʃ,,,,
10-urdu1245,urdu1245,10,dəs,,,,
10-halb1244,halb1244,10,dəs,,,,
10-maga1260,maga1260,10,dəs,,,,
10-rajb1243,rajb1243,10,dos,,,,
10-kull1236,kull1236,10,dəs,,,,
11-dogr1250,dogr1250,11,pɛlɑ,,,,dogr1250-firstman;dogr1250-firstwoman
11-garh1243,garh1243,11,pehlu,,,,garh1243-firstman;garh1243-firstwoman
11-kuma1273,kuma1273,11,pehlɑ,,,,kuma1273-firstman;kuma1273-firstwoman
11-gadd1242,gadd1242,11,pɛlɑ,,,,gadd1242-firstman;gadd1242-firstwoman
11-goan1235,goan1235,11,pəjlɛ̃,,,,goan1235-firstman;goan1235-firstwoman
11-nepa1254,nepa1254,11,prətʰəm,,,,nepa1254-firstman;nepa1254-firstwoman
11-kudm1238,kudm1238,11,mir,,,,kudm1238-firstman
11-beng1280,beng1280,11,prot̪om,,,,beng1280-firstman;beng1280-firstwoman
11-assa1263,assa1263,11,prɒt̪ʰɒm,,,,assa1263-firstman;assa1263-firstwoman
11-marw1260,marw1260,11,pɛlo,,,,marw1260-firstman;marw1260-firstwoman
11-panj1256,panj1256,11,pehlɑ,,,,panj1256-firstman;panj1256-firstwoman
11-adiv1239,adiv1239,11,prətʰ̪əmə,,,,adiv1239-firstman;adiv1239-firstwoman
11-kash1277,kash1277,11,ɡʋəɖnjuk,,,,kash1277-firstman;kash1277-firstwoman
11-mara1378,mara1378,11,pəhɪlɑ,,,,mara1378-firstman;mara1378-firstwoman
11-guja1252,guja1252,11,pehlʊ,,,,guja1252-firstman;guja1252-firstwoman
11-sind1272,sind1272,11,pero,,,,sind1272-firstman;sind1272-firstwoman
11-paha1251,paha1251,11,ekmɑ,,,,paha1251-firstman;paha1251-firstwoman
11-sada1242,sada1242,11,pehlɑ,,,,sada1242-firstman;sada1242-firstwoman
